
央视频道,#genre#
西藏卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227217/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
新疆卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227248/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
新疆卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225852/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
云南卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225853/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
云南卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
浙江卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225870/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
浙江卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227193/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
浙江卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225825/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
重庆卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227240/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
重庆卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225831/index.m3u8?servicetype=1&IASHttpSessionId=RR42382022040913471411917810/PLTV/88888888/224/3221227193/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
浙江卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225825/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
内蒙古卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001068/index.m3u8
北京卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001029/index.m3u8
湖南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001026/index.m3u8
东方卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001013/index.m3u8
四川卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001130/index.m3u8
天津卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001036/index.m3u8
安徽卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001037/index.m3u8
山东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001028/index.m3u8
广东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8
广西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001224/index.m3u8
江苏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001033/index.m3u8
江西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8
河北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001229/index.m3u8
河南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001222/index.m3u8
浙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001023/index.m3u8
海南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8
深圳卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001030/index.m3u8
湖北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001027/index.m3u8
山西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001070/index.m3u8
东南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001201/index.m3u8
贵州卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
辽宁卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001035/index.m3u8
重庆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001129/index.m3u8
黑龙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001031/index.m3u8
宁夏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8
陕西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001067/index.m3u8
甘肃卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
吉林卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001225/index.m3u8
云南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001223/index.m3u8
三沙卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001185/index.m3u8
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001082/index.m3u8
新疆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001065/index.m3u8
西藏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001072/index.m3u8
兵团卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001066/index.m3u8
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?fmmv6
西藏卫视藏语,http://[2409:8087:74F1:0021::0008]/PLTV/88888888/224/3221226350/1.m3u8

八大戏剧台,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8

电视频道,#genre#
新虎口遐想,https://vd4.bdstatic.com/mda-jarfmdf8su7sckk3/hd/mda-jarfmdf8su7sckk3.mp4
冯巩郭冬临狗不理包子,https://vd2.bdstatic.com/mda-jdqwqnk1xxszhw8c/mda-jdqwqnk1xxszhw8c.mp4
牛群冯巩领导冒号,https://vdse.bdstatic.com//123b1e01f5128d0e71b4f392ec1a971c.mp4
冯巩相声,https://vdse.bdstatic.com//65873c285f222c4cfeecf527f3e84259.mp4
牛群冯巩我的儿子,https://vdse.bdstatic.com//f27179e048a85dd2f00d16f6a13ac370.mp4
牛群冯巩两个弄潮儿,https://vd3.bdstatic.com/mda-mkqdhm17rs7198m6/hd/cae_h264/1637859905115117938/mda-mkqdhm17rs7198m6.mp4
要条件,https://vd2.bdstatic.com/mda-kgah4byryi8gsqk8/v1-cae/mda-kgah4byryi8gsqk8.mp4

宝莲灯,http://live.nctv.top/6688/huya.php?id=21059563

魔幻手机,http://liushizupu.site:35455/yy/1382735544
今夜欢乐颂,http://liushizupu.site:35455/yy/1382735572
宫锁珠帘,http://liushizupu.site:35455/yy/1354926666

[天仙配] 树上滴鸟儿成双对~,http://182.40.120.213/test-txdwk.flv.huya.com/src/1239543150741-1239543150741-11135001185042300928-2479086424938-10057-A-0-1.m3u8



欢乐颂电视剧,http://sdytqsy.top:35455/douyu/3756989
欢乐颂,http://jiaojirentv.top/2020/dy.php?id=3756989#http://zzy789.xyz/douyu1.php?id=3756989
欢乐颂2,http://liushizupu.site:35455/yy/1382735624
小欢喜,http://jiaojirentv.top/2020/yy.php?id=1382737888
欢乐颂3,http://sdytqsy.top:35455/douyu/3756989
花千骨电视剧,http://rihou.cc:555/yyd.php?id=1354943110
花千骨,http://sdytqsy.top:35455/huya/26355839
大江大河-高分影视推荐,http://liushizupu.site:35455/yy/1382736806
大江大河2-高分影视推荐,http://liushizupu.site:35455/yy/1382736797
白鹿原,http://liushizupu.site:35455/yy/1451064143
小甜甜    闯关东,http://liushizupu.site:35455/yy/1354689861
超经典年代剧-工人大院,http://liushizupu.site:35455/yy/1382745122

喨剑电视剧,http://liushizupu.site:35455/yy/1453810838
【案发现场】1-4部全集,http://liushizupu.site:35455/yy/33567888
真实案件系列,http://liushizupu.site:35455/yy/1382671124
超喜剧地下交通站男神贾贵,http://liushizupu.site:35455/yy/1353428972
地下交通站,http://liushizupu.site:35455/yy/1382736795
燕双鹰1,http://liushizupu.site:35455/yy/1352227153
燕双鹰,http://liushizupu.site:35455/yy/1354143942
五号特工组,http://8.138.47.46:35455/yy/1414967772
 靓剑,http://liushizupu.site:35455/yy/1356043643
亮剑电视轮播,http://rihou.cc:555/huyad.php?id=30080238
晾剑电视剧2,http://liushizupu.site:35455/yy/1451866697
举起手来-惊险抗日,http://liushizupu.site:35455/yy/1382736877

许三多军营成长史,http://182.40.120.191/test-txdwk.flv.huya.com/src/1394575555-1394575555-5989656400526049280-2789274566-10057-A-0-1.m3u8
士兵突击,http://rihou.cc:555/huyad.php?id=11342430

知否知否应是绿肥红瘦,http://dns.yiandrive.com:16813/yy/1354936134
知否知否应是绿肥红瘦,http://11.xmyxc.cn/api/php/yy.php?id=398312
知否知否应是绿肥红瘦,http://43.138.0.72:35455/yy/21881901
庆余年,http://120.77.28.4:8648/huya.php?id=11352960
庆余年,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11352960
庆余年,https://live.metshop.top/douyu/5908256
庆余年,http://diyp.112114.xyz/douyu/7489563
庆余年,http://120.77.28.4:8648/douyu.php?id=5062195
庆余年,http://rihou.cc:555/hy.php?id=11352960
你是我的荣耀,http://cdn.jdshipin.com:8880/huya.php?id=11352920
士兵突击,http://120.77.28.4:8648/huya.php?id=11342430
士兵突击,http://dns.yiandrive.com:16813/yy/1382828766
士兵突击,http://live.nctv.top/6688/yy.php?id=1382828766
士兵突击,https://live.iill.top/huya/11342430
勇敢的心,http://120.77.28.4:8648/huya.php?id=11602037
勇敢的心,http://120.77.28.4:8648/yy.php?id=1354744544
勇敢的心,http://11.xmyxc.cn/api/php/yy.php?id=18853
大江大河,http://11.xmyxc.cn/api/php/yy.php?id=1382736797
大江大河,http://43.138.0.72:35455/yy/1382736797
白夜追凶第一季,http://live.nctv.top/6688/yy.php?id=1354932359
白鹿原,http://cdn.jdshipin.com:8880/huya.php?id=11342416
白鹿原,http://120.77.28.4:8648/huya.php?id=11342416
射雕英雄传,http://live.nctv.top/6688/yy.php?id=1354210357
神雕侠侣,http://120.77.28.4:8648/huya.php?id=23865171
神雕侠侣,http://120.77.28.4:8648/yy.php?id=1382704651
神雕侠侣,https://live.metshop.top/huya/23865171
神雕侠侣,https://live.iill.top/huya/11352964
【倚天屠龙记】最爱的赵敏永远是黎姿,http://182.40.120.241/test-txdwk.flv.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.m3u8
倚天屠龙记,http://120.77.28.4:8648/huya.php?id=23734246
倚天屠龙记,https://live.metshop.top/huya/23734246
倚天屠龙记,https://live.iill.top/huya/23734246
雪中悍刀行,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11336592
雪中悍刀行,http://120.77.28.4:8648/yy.php?id=1382660835
雪中悍刀行,http://120.77.28.4:8648/huya.php?id=11336592
雪中悍刀行,http://43.138.0.72:35455/yy/1382660835
雪中悍刀行,http://rihou.cc:555/hy.php?id=11336592
天龙八部,http://huanqiuzhibo.cn/manifest/huya.php?id=23903123
天龙八部,http://120.77.28.4:8648/yy.php?id=1382736855
天龙八部,http://11.xmyxc.cn/api/php/yy.php?id=1351814644
天龙八部,http://11.xmyxc.cn/api/php/yy.php?id=1382749944
天龙八部,http://live.nctv.top/6688/yy.php?id=1351814644
天龙八部,http://live.nctv.top/6688/yy.php?id=1382749944
笑傲江湖,http://huanqiuzhibo.cn/manifest/huya.php?id=23865142
笑傲江湖,http://120.77.28.4:8648/yy.php?id=1354282410
笑傲江湖,http://43.136.119.99/yy.php?id=1354282410
笑傲江湖,http://live.nctv.top/6688/yy.php?id=1354930909
笑傲江湖,https://live.iill.top/huya/23865142
鹿鼎记,http://dns.yiandrive.com:16813/yy/28265277
鹿鼎记,http://120.77.28.4:8648/yy.php?id=28265277
鹿鼎记,https://live.metshop.top/huya/23865080
鹿鼎记,http://live.nctv.top/6688/yy.php?id=28265277
鹿鼎记,http://43.138.0.72:35455/yy/28265277
寻秦记,http://120.77.28.4:8648/huya.php?id=23864973
寻秦记,http://live.nctv.top/6688/yy.php?id=1382749900

寻秦记,https://live.metshop.top/huya/23864973
封神榜,http://dns.yiandrive.com:16813/huya/23749096
封神榜,http://120.77.28.4:8648/yy.php?id=1353426319
封神榜,http://live.nctv.top/6688/yy.php?id=1356043643
新白娘子传奇,http://live.nctv.top/6688/yy.php?id=1354490667
新白娘子传奇,http://120.77.28.4:8648/huya.php?id=26355768
新白娘子传奇,http://120.77.28.4:8648/yy.php?id=1354930969
新白娘子传奇,http://11.xmyxc.cn/api/php/yy.php?id=1508902755
新白娘子传奇,http://11.xmyxc.cn/api/php/yy.php?id=1354490667
新白娘子传奇,http://11.xmyxc.cn/api/php/yy.php?id=634132

钟馗传说,http://liushizupu.site:35455/yy.php?id=1382736839
钟馗传说,http://43.138.0.72:35455/yy/1382736839
父母爱情,http://120.77.28.4:8648/huya.php?id=11602071
父母爱情,http://dns.yiandrive.com:16813/huya/11602071
父母爱情,http://live.nctv.top/6688/yy.php?id=1354926650
父母爱情,http://43.138.0.72:35455/yy/1382746276
父母爱情,http://120.77.28.4:8648/huya.php?id=11602071#http://43.138.0.72:35455/yy/1382746276
红楼梦,http://120.77.28.4:8648/yy.php?id=1382745084
三国演义,http://dns.yiandrive.com:16813/huya/11602081
三国演义,https://live.iill.top/huya/11602081
西游记后传,http://liushizupu.site:35455/yy.php?id=1382736846
西游记后传,http://11.xmyxc.cn/api/php/yy.php?id=1382736846
少年包青天,http://11.xmyxc.cn/api/php/yy.php?id=1356043677
少年包青天,http://43.138.0.72:35455/yy/1382736814
少年包青天,http://43.138.0.72:35455/yy/38498680
宰相刘罗锅,http://dns.yiandrive.com:16813/douyu/8543072
宰相刘罗锅,http://120.77.28.4:8648/yy.php?id=1382745191
宰相刘罗锅,http://11.xmyxc.cn/api/php/yy.php?id=1382745191
宰相刘罗锅,http://live.nctv.top/6688/yy.php?id=1353892468
宰相刘罗锅,http://live.nctv.top/6688/yy.php?id=1382745191
宰相刘罗锅,http://43.138.0.72:35455/yy/1382745191
神医喜来乐,http://dns.yiandrive.com:16813/yy/1382714119
神医喜来乐,http://120.77.28.4:8648/yy.php?id=1382714119
神医喜来乐,http://120.77.28.4:8648/huya.php?id=11601978
神医喜来乐,http://11.xmyxc.cn/api/php/yy.php?id=1382714119
神医喜来乐,http://43.138.0.72:35455/yy/1382714119
伪装者,http://120.77.28.4:8648/yy.php?id=1354936244
伪装者,http://11.xmyxc.cn/api/php/yy.php?id=1382851593
伪装者,http://live.nctv.top/6688/yy.php?id=1382851593
伪装者,http://live.nctv.top/6688/yy.php?id=1354936244
伪装者,http://43.138.0.72:35455/yy/1354936244
雍正王朝,http://120.77.28.4:8648/huya.php?id=11342439
雍正王朝,http://120.77.28.4:8648/yy.php?id=26650882
雍正王朝,http://11.xmyxc.cn/api/php/yy.php?id=26901
雍正王朝,https://live.metshop.top/huya/11342439
神探狄仁杰,http://120.77.28.4:8648/yy.php?id=1351755386
神探狄仁杰,http://11.xmyxc.cn/api/php/yy.php?id=1354932438
隋唐英雄传,http://120.77.28.4:8648/yy.php?id=1352475619
隋唐英雄传,http://11.xmyxc.cn/api/php/yy.php?id=350891
隋唐英雄传,http://live.nctv.top/6688/yy.php?id=1352475619
金装四大才子,http://live.nctv.top/6688/yy.php?id=1354926600
宫心计,http://11.xmyxc.cn/api/php/yy.php?id=1354932429
宫心计,http://live.nctv.top/6688/yy.php?id=1354933540
宫心计,http://43.138.0.72:35455/yy/1354933540
上海滩,http://11.xmyxc.cn/api/php/yy.php?id=1382745184
大时代,http://live.nctv.top/6688/yy.php?id=1354930891
法证先锋,http://120.77.28.4:8648/huya.php?id=23863804
法证先锋,http://dns.yiandrive.com:16813/yy/1354930939
法证先锋,https://live.metshop.top/huya/23863804
陀枪师姐,http://120.77.28.4:8648/huya.php?id=23860039
陀枪师姐,https://live.iill.top/huya/23860039
飞虎之潜行极战,http://11.xmyxc.cn/api/php/yy.php?id=1354932420
飞虎之潜行极战,http://live.nctv.top/6688/yy.php?id=1354932420
放羊的星星,http://11.xmyxc.cn/api/php/yy.php?id=21480
放羊的星星,http://43.138.0.72:35455/yy/1355260662
天道,http://dns.yiandrive.com:16813/yy/1382735574
天道,http://11.xmyxc.cn/api/php/yy.php?id=1382735574
狂飙,http://11.xmyxc.cn/api/php/yy.php?id=1382754187
狂飙,http://live.nctv.top/6688/yy.php?id=1355142167
狂飙,http://43.138.0.72:35455/yy/1382773728
欢乐颂,http://dns.yiandrive.com:16813/yy/1382735624
平凡岁月,http://live.nctv.top/6688/yy.php?id=1382745117
苦乐村官,http://live.nctv.top/6688/yy.php?id=1382736864
灌篮高手,http://dns.yiandrive.com:16813/yy/1382735626
灌篮高手,http://43.138.0.72:35455/yy/1350984033
寻秦记-穿越剧经典,http://43.138.0.72:35455/yy/1382749900
武林外传,http://dns.yiandrive.com:16813/yy/1355652820
武林外传,http://dns.yiandrive.com:16813/bilibili/9275042
武林外传,http://dns.yiandrive.com:16813/bilibili/32568110
武林外传,http://dns.yiandrive.com:16813/bilibili/14705490
武林外传,http://dns.yiandrive.com:16813/yy/21092633
武林外传,http://120.77.28.4:8648/yy.php?id=1355652820
武林外传,http://11.xmyxc.cn/api/php/yy.php?id=411376
武林外传,https://txmov2.a.kwimgs.com/upic/2021/12/28/14/BMjAyMTEyMjgxNDQ0NTlfNDAzMDAxOTlfNjM2NzgyNjQ2ODFfMF8z_b_B9d8e425d16140ae0f37139b7ee6b0a84.mp4
武林外传,http://dns.yiandrive.com:16813/bilibili/23349438
武林外传,http://120.77.28.4:8648/huya.php?id=21059598
新水浒,http://120.77.28.4:8648/huya.php?id=11342384
爱情公寓,http://120.77.28.4:8648/huya.php?id=11336726
爱情公寓,http://dns.yiandrive.com:16813/bilibili/30050092
爱情公寓,https://live.metshop.top/douyu/2838296
爱情公寓,http://epg.112114.xyz/douyu/6863367
爱情公寓,https://live.iill.top/huya/11336726
神探狄仁杰2,http://live.nctv.top/6688/yy.php?id=1382828767
神探狄仁杰2,https://live.iill.top/huya/11342425
康熙微服私访记,http://liushizupu.site:35455/yy/1352811698
正阳门下,http://dns.yiandrive.com:16813/yy/1382851588
正阳门下,http://120.77.28.4:8648/yy.php?id=1354931580
正阳门下,http://11.xmyxc.cn/api/php/yy.php?id=1382851588
正阳门下,http://live.nctv.top/6688/yy.php?id=1354931580
我的前半生,http://120.77.28.4:8648/yy.php?id=1382735564
济公游记,http://120.77.28.4:8648/yy.php?id=1355265814
济公游记,http://11.xmyxc.cn/api/php/yy.php?id=21482
济公游记,http://11.xmyxc.cn/api/php/yy.php?id=1355265814
我爱我家,http://120.77.28.4:8648/yy.php?id=1382735557
我爱我家,http://11.xmyxc.cn/api/php/yy.php?id=1356212303
我爱我家,http://live.nctv.top/6688/yy.php?id=1382735557
我爱我家,http://43.138.0.72:35455/yy/1382735557
法证先锋Ⅲ,http://live.nctv.top/6688/yy.php?id=1382736802
金婚,http://11.xmyxc.cn/api/php/yy.php?id=1382828768
金婚,http://live.nctv.top/6688/yy.php?id=1382736832
情满四合院,http://dns.yiandrive.com:16813/huya/11342426
情满四合院,http://120.77.28.4:8648/yy.php?id=1382735541
情满四合院,http://11.xmyxc.cn/api/php/yy.php?id=1382735541
情满四合院,http://live.nctv.top/6688/yy.php?id=1382736848
情满四合院,http://120.77.28.4:8648/yy.php?id=1382735541#http://159.75.85.63:35455/yy/1382736888#http://159.75.85.63:35455/yy/1382735541#http://159.75.85.63:35455/yy/1382851601
康熙王朝,http://11.xmyxc.cn/api/php/yy.php?id=1382851583
新三国,http://120.77.28.4:8648/huya.php?id=11352944
新三国,http://120.77.28.4:8648/yy.php?id=23512910
天龙八部（国语版）,http://live.nctv.top/6688/yy.php?id=1382736855
黑冰,http://11.xmyxc.cn/api/php/yy.php?id=1354932427
黑冰,http://43.138.0.72:35455/yy/1354932427
天下第一,http://11.xmyxc.cn/api/php/yy.php?id=1382736838
天下第一,http://live.nctv.top/6688/yy.php?id=1382736838
大唐双龙传,http://live.nctv.top/6688/yy.php?id=1354930979
83射雕英雄传,http://rihou.cc:555/yy.php?id=1354210357
仙剑奇侠传,http://jiaojirentv.top/2020/yy.php?id=1382749903$订阅源-1280x720
仙剑奇侠传,https://lunbo.freetv.top/yy/1382749903$订阅源-1280x720

重温经典台,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
龙门镖局,http://huanqiuzhibo.cn/manifest/douyu.php?id=9650860
雍正王朝,http://huanqiuzhibo.cn/manifest/douyu.php?id=4944033
与凤行,http://sdytqsy.top:35455/huya/26355866
与凤行,http://cfss.cc/cdn/hy/26355866.m3u8
与凤行,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=26355866
超时空同居,https://vip.ffzy-online.com/20221015/745_b4a413ef/index.m3u8

电影频道,#genre#

黑莓动画 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8 
古装剧场 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8 
未知卫视 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8 
惊悚悬疑 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8 

爱情喜剧 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8 
精品大剧 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8 
泰剧剧场 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8 
怡伴健康 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8 
军旅剧场 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8 
家庭剧场 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8 
中国功夫 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8 
农业致富 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8 
潮妈辣婆 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8 
超级综艺 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8 
超级体育 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8 
超级电影 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8 
炫舞未来 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8 
纪实人文 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8 
东北热剧 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8 
欢乐剧场 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8 
黑莓电影 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8 
新闻综合 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8 
超级电视剧 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8 
动作电影卫视 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8 
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8 
黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8 
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8 
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-8.ctv
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-15.ctv
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-30.ctv

CHC动作电影,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-3.m3u8

CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-13.m3u8
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-18.ctv
CHC家庭影院,http://117.114.153.18:8180/TV00000000000000000092@HHZT
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-10.m3u8

九品芝麻官,https://txmov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_bF_Bcc38a845b4b4994898062a76d3958bdc.mp4
人在囧途,http://jsmov2.a.yximgs.com/bs3/video-hls/5239093847755471351_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
变形金刚,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/3001/946/427/3001946427/media/3001946427_5081378899_56.mp4

哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
哥斯拉大战金刚2帝国崛起,https://api.heimuer.app/play/6f3edeb2885149e4b30f676e8a94ef3b.m3u8
少儿频道,#genre#

少儿动画002,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/124ae5351e6145bb9d4a972bcd704a13/1200.m3u8
少儿动画001,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3823b0a397454309b1b9c6118a335f08/1200.m3u8
少儿动画003,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7e6d6cc44a2a44abbd685244aea7460b/1200.m3u8
少儿动画004,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a0efda3572b240c19109dfd3f1f737f2/1200.m3u8
少儿动画006,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7cd84a1f6a584c5598a0a30c55351acd/1200.m3u8
少儿动画005,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9e9f40d572f34e10b8374edf8bff57e3/1200.m3u8
少儿动画008,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4cf4fd8fb93a44df971f6f22b0442cb1/1200.m3u8
少儿动画007,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/419f7dddce084932bbe3e6df38b4f990/1200.m3u8
少儿动画010,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1a016666a3b24cc3bfb38a26aab2edbe/1200.m3u8
少儿动画009,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/212d6e5c4bf048c98c50fedb5f38cb48/1200.m3u8
少儿动画012,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a833e8d317d4431f8c8faf0d64de10da/1200.m3u8
少儿动画011,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c4463d644ab5424d85b52f7279583861/1200.m3u8
少儿动画013,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a231f707a36e4024bb1ccf6bc118108d/1200.m3u8
少儿动画014,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d48b15036a4b4a42b430025c696a7fad/1200.m3u8
